Location Key,Market,Country,Region,State,City
201896,Canada,Canada,Canada,Ontario,Kingston
201897,EU,France,Central,Ile-de-France,Gagny
201898,EU,United Kingdom,North,England,Weston-super-Mare
201899,APAC,Malaysia,Southeast Asia,Trengganu,Kuala Terengganu
201900,EU,Germany,Central,Lower Saxony,Emden
201901,EU,Germany,Central,Baden-Württemberg,Karlsruhe
201902,EMEA,Jordan,EMEA,'Amman,Amman
201903,EU,France,Central,Aquitaine,Pau
201904,Canada,Canada,Canada,Alberta,Calgary
201905,Canada,Canada,Canada,Ontario,Whitby
201906,EU,Italy,South,Lombardy,Legnano
201907,APAC,India,Central Asia,West Bengal,Baranagar
201908,LATAM,Peru,South,Arequipa,Arequipa
201909,LATAM,Brazil,South,Rio Grande do Sul,Gravataí
201910,LATAM,Brazil,South,Rio de Janeiro,Niterói
201911,EU,France,Central,Provence-Alpes-Côte d'Azur,Avignon
201912,EMEA,Iran,EMEA,Kordestan,Sanandaj
201913,EMEA,Turkey,EMEA,Kocaeli,Gebze
201914,EU,France,Central,Nord-Pas-de-Calais,Hazebrouck
201915,EU,Sweden,North,Uppsala,Uppsala
201916,EMEA,Poland,EMEA,Pomerania,Slupsk
201917,US,United States,Central,Indiana,South Bend
201918,EU,France,Central,Aquitaine,Agen
201919,EU,United Kingdom,North,England,Wallasey
201920,EMEA,United Arab Emirates,EMEA,Ra's Al Khaymah,Ras al Khaymah
201921,APAC,Australia,Oceania,Tasmania,Burnie
201922,APAC,China,North Asia,Henan,Xinxiang
201923,EU,Spain,South,Basque Country,Irun
201924,APAC,Indonesia,Southeast Asia,Kalimantan Barat,Pontianak
201925,US,United States,Central,Michigan,Roseville
201926,EU,Germany,Central,North Rhine-Westphalia,Grevenbroich
201927,Canada,Canada,Canada,Ontario,Hamilton
201928,LATAM,Brazil,South,Rio Grande do Sul,Santa Rosa
201929,LATAM,Argentina,South,Entre Ríos,Paraná
201930,US,United States,Central,Michigan,Canton
201931,EU,United Kingdom,North,England,Guildford
201932,EMEA,Poland,EMEA,Silesia,Ruda Slaska
201933,EU,France,Central,Provence-Alpes-Côte d'Azur,Six-Fours-les-Plages
201934,US,United States,South,Kentucky,Murray
201935,LATAM,Brazil,South,Bahia,Salvador
201936,EU,United Kingdom,North,England,Luton
201937,EU,Germany,Central,Brandenburg,Cottbus
201938,EU,United Kingdom,North,Scotland,Kilwinning
201939,APAC,China,North Asia,Sichuan,Neijiang
201940,EMEA,Albania,EMEA,Shkodër,Shkoder
201941,EMEA,Iran,EMEA,Khuzestan,Abadan
201942,US,United States,Central,Kansas,Overland Park
201943,APAC,Philippines,Southeast Asia,Calabarzon,Cainta
201944,EU,Netherlands,Central,North Holland,Velsen
201945,EMEA,Iran,EMEA,Khuzestan,Ahvaz
201946,US,United States,Central,Oklahoma,Lawton
201947,US,United States,East,New Jersey,Paterson
201948,APAC,India,Central Asia,Gujarat,Jamnagar
201949,EU,Sweden,North,Västra Götaland,Gothenburg
201950,Africa,South Africa,Africa,Kwazulu-natal,Durban
201951,LATAM,Cuba,Caribbean,Matanzas,Cárdenas
201952,EU,Germany,Central,North Rhine-Westphalia,Rheine
201953,LATAM,Venezuela,South,Zulia,Maracaibo
201954,EU,France,Central,Nord-Pas-de-Calais,Tourcoing
201955,US,United States,Central,Missouri,Saint Peters
201956,LATAM,Brazil,South,Bahia,Guanambi
201957,APAC,Pakistan,Central Asia,Sindh,Sukkur
201958,EU,France,Central,Rhône-Alpes,Firminy
201959,EU,Spain,South,Madrid,Las Rozas de Madrid
201960,APAC,India,Central Asia,Uttar Pradesh,Moradabad
201961,Africa,Tanzania,Africa,Shinyanga,Shinyanga
201962,EMEA,Moldova,EMEA,Chisinau,Chisinau
201963,US,United States,West,California,Lakewood
201964,APAC,Japan,North Asia,Ibaraki,Sakai
201965,LATAM,Brazil,South,Bahia,Barreiras
201966,EU,France,Central,Corsica,Ajaccio
201967,EU,France,Central,Rhône-Alpes,Meyzieu
201968,EMEA,Turkey,EMEA,Batman,Batman
201969,US,United States,Central,Wisconsin,La Crosse
201970,Africa,Democratic Republic of the Congo,Africa,South Kivu,Bukavu
201971,LATAM,Argentina,South,Mendoza,San Rafael
201972,EMEA,Iran,EMEA,Golestan,Gorgan
201973,US,United States,South,Georgia,Woodstock
201974,EU,Italy,South,Lombardy,Brescia
201975,EU,Germany,Central,Baden-Württemberg,Heidelberg
201976,EU,France,Central,Alsace,Haguenau
201977,Africa,Nigeria,Africa,Plateau,Jos
201978,LATAM,Chile,South,Magallanes y Antártica Chilena,Punta Arenas
201979,EU,Ireland,North,Galway,Galway
201980,APAC,China,North Asia,Zhejiang,Wenzhou
201981,EMEA,Romania,EMEA,Gorj,Targu Jiu
201982,EU,Germany,Central,Bavaria,Ingolstadt
201983,US,United States,East,West Virginia,Wheeling
201984,US,United States,South,Mississippi,Southaven
201985,LATAM,Colombia,South,Huila,Neiva
201986,EU,France,Central,Ile-de-France,Savigny-le-Temple
201987,EU,Spain,South,Catalonia,Tarragona
201988,APAC,China,North Asia,Henan,Pingdingshan
201989,LATAM,Brazil,South,Rio Grande do Sul,Canoas
201990,EMEA,Romania,EMEA,Timis,Timisoara
201991,EU,Germany,Central,Mecklenburg-Vorpommern,Stralsund
201992,EU,Spain,South,Ceuta,Ceuta
201993,EMEA,Bulgaria,EMEA,Varna,Varna
201994,EMEA,Turkey,EMEA,Nevsehir,Nevsehir
201995,LATAM,Mexico,North,Guanajuato,Guanajuato
201996,EMEA,Iran,EMEA,Qazvin,Takestan
201997,LATAM,Argentina,South,Provincia de Buenos Aires,Quilmes
201998,LATAM,Brazil,South,Acre,Rio Branco
201999,US,United States,West,Oregon,Salem
202000,LATAM,El Salvador,Central,San Salvador,Delgado
202001,EMEA,Romania,EMEA,Bistrita-Nasaud,Bistrita
202002,APAC,Philippines,Southeast Asia,Central Luzon,Angeles City
202003,EU,Germany,Central,North Rhine-Westphalia,Gelsenkirchen
202004,LATAM,Peru,South,Junín,Huancayo
202005,US,United States,West,California,Vallejo
202006,EU,Netherlands,Central,Utrecht,Amersfoort
202007,US,United States,West,California,Camarillo
202008,APAC,China,North Asia,Shandong,Linyi
202009,EMEA,Ukraine,EMEA,Kherson,Kherson
202010,EU,Spain,South,Catalonia,Girona
202011,EU,Germany,Central,North Rhine-Westphalia,Dorsten
202012,EMEA,Ukraine,EMEA,Kirovohrad,Kirovohrad
202013,LATAM,Dominican Republic,Caribbean,Espaillat,Moca
202014,EMEA,Ukraine,EMEA,Zaporizhzhya,Berdyans'k
202015,LATAM,Brazil,South,São Paulo,Osasco
202016,EU,Italy,South,Apulia,Cerignola
202017,EMEA,Iran,EMEA,Bushehr,Borazjan
202018,EU,Austria,Central,Upper Austria,Wels
202019,US,United States,West,California,Mission Viejo
202020,EU,Switzerland,Central,Bern,Berne
202021,LATAM,Brazil,South,Pernambuco,Surubim
202022,US,United States,Central,Minnesota,Woodbury
202023,APAC,India,Central Asia,Jammu and Kashmir,Jammu
202024,US,United States,Central,Illinois,Des Plaines
202025,Africa,Cote d'Ivoire,Africa,Dix-Huit Montagnes,Man
202026,EU,France,Central,Brittany,Saint-Malo
202027,Africa,Cameroon,Africa,Sud,Ebolowa
202028,Africa,Benin,Africa,Donga,Djougou
202029,Africa,Senegal,Africa,Thies,Thies Nones
202030,LATAM,Brazil,South,Alagoas,Pilar
202031,Africa,Algeria,Africa,Batna,Batna
202032,US,United States,West,California,Roseville
202033,EU,France,Central,Aquitaine,Villenave-d'Ornon
202034,US,United States,East,New Jersey,Passaic
202035,EU,United Kingdom,North,England,Wakefield
202036,EU,Germany,Central,Schleswig-Holstein,Norderstedt
202037,EU,France,Central,Ile-de-France,Saint-Michel-sur-Orge
202038,EMEA,Croatia,EMEA,Zagrebacka,Samobor
202039,Canada,Canada,Canada,Saskatchewan,Regina
202040,APAC,China,North Asia,Hunan,Changsha
202041,US,United States,Central,Michigan,Dearborn Heights
202042,US,United States,West,Idaho,Twin Falls
202043,EU,France,Central,Ile-de-France,Les Clayes-sous-Bois
202044,APAC,China,North Asia,Chongqing,Yongchuan
202045,EU,France,Central,Ile-de-France,Melun
202046,EU,Germany,Central,Saxony,Chemnitz
202047,EU,Netherlands,Central,South Holland,Rotterdam
202048,EU,Germany,Central,Rhineland-Palatinate,Koblenz
202049,APAC,Indonesia,Southeast Asia,Sumatera Utara,Binjai
202050,US,United States,West,Arizona,Yuma
202051,EMEA,Jordan,EMEA,'Amman,Wadi as Sir
202052,EU,Germany,Central,North Rhine-Westphalia,Hagen
202053,EMEA,Iran,EMEA,Sistan Va Baluchestan,Zahedan
202054,APAC,China,North Asia,Guangdong,Heyuan
202055,EU,United Kingdom,North,England,Halesowen
202056,APAC,China,North Asia,Guangxi,Pingnan
202057,Africa,Angola,Africa,Huila,Lubango
202058,EMEA,Turkey,EMEA,Adana,Ceyhan
202059,US,United States,South,South Carolina,Mount Pleasant
202060,APAC,China,North Asia,Hebei,Xingtai
202061,EMEA,Iran,EMEA,Hormozgan,Bandar Abbas
202062,LATAM,Haiti,Caribbean,Artibonite,Gonaïves
202063,US,United States,South,North Carolina,Wilmington
202064,EU,Italy,South,Abruzzi,Chieti
202065,EU,France,Central,Burgundy,Auxerre
202066,US,United States,West,New Mexico,Rio Rancho
202067,EU,France,Central,Aquitaine,Gradignan
202068,US,United States,Central,Michigan,Trenton
202069,EMEA,Romania,EMEA,Satu Mare,Satu Mare
202070,EU,Spain,South,Catalonia,Badalona
202071,EMEA,Turkey,EMEA,Izmir,Bornova
202072,EMEA,Lebanon,EMEA,North Lebanon,Tripoli
202073,EU,United Kingdom,North,England,Lincoln
202074,EU,United Kingdom,North,England,Washington
202075,US,United States,South,Louisiana,Monroe
202076,US,United States,West,California,Lake Forest
202077,EU,Switzerland,Central,Zürich,Winterthur
202078,EU,France,Central,Lower Normandy,Caen
202079,LATAM,Brazil,South,Santa Catarina,Araranguá
202080,EU,France,Central,Languedoc-Roussillon,Frontignan
202081,LATAM,Mexico,North,Coahuila,Piedras Negras
202082,APAC,China,North Asia,Anhui,Huangshan
202083,EMEA,Russia,EMEA,Dagestan,Derbent
202084,US,United States,Central,Illinois,Wheeling
202085,EMEA,Romania,EMEA,Valcea,Ramnicu Valcea
202086,US,United States,East,Pennsylvania,Reading
202087,EMEA,Israel,EMEA,Central,Hod HaSharon
202088,US,United States,West,California,Hesperia
202089,Africa,Democratic Republic of the Congo,Africa,Orientale,Kisangani
202090,APAC,Australia,Oceania,Queensland,Gladstone
202091,LATAM,Brazil,South,São Paulo,Santos
202092,EU,France,Central,Provence-Alpes-Côte d'Azur,Pertuis
202093,EU,France,Central,Upper Normandy,Mont-Saint-Aignan
202094,EU,France,Central,Provence-Alpes-Côte d'Azur,Le Pontet
202095,APAC,China,North Asia,Hunan,Zhuzhou
202096,EU,France,Central,Midi-Pyrénées,Colomiers
202097,APAC,Australia,Oceania,New South Wales,Cessnock
202098,APAC,China,North Asia,Henan,Nanyang
202099,LATAM,Colombia,South,Nariño,Pasto
202100,US,United States,West,California,San Bernardino
202101,US,United States,South,Florida,Apopka
202102,Africa,Algeria,Africa,Batna,Barika
202103,APAC,China,North Asia,Fujian,Fuzhou
202104,APAC,Philippines,Southeast Asia,Calabarzon,Taytay
202105,EU,France,Central,Ile-de-France,Ermont
202106,APAC,China,North Asia,Henan,Zhoukou
202107,EU,France,Central,Ile-de-France,Les Mureaux
202108,EMEA,Iran,EMEA,Razavi Khorasan,Quchan
202109,LATAM,Mexico,North,Tamaulipas,Miramar
202110,EMEA,Georgia,EMEA,Imereti,K'ut'aisi
202111,EU,Spain,South,Murcia,Cartagena
202112,EMEA,Poland,EMEA,Silesia,Myslowice
202113,EMEA,Ukraine,EMEA,Rivne,Rivne
202114,EU,Netherlands,Central,Drenthe,Emmen
202115,APAC,China,North Asia,Hunan,Chenzhou
202116,US,United States,East,Massachusetts,Revere
202117,EMEA,Poland,EMEA,Masovia,Siedlce
202118,APAC,China,North Asia,Heilongjiang,Shuangyashan
202119,LATAM,Brazil,South,Minas Gerais,Paracatu
202120,APAC,South Korea,North Asia,Jeju,Aew?l-li
202121,LATAM,Colombia,South,Chocó,Quibdó
202122,EMEA,Russia,EMEA,Stavropol',Budënnovsk
202123,EMEA,Bulgaria,EMEA,Burgas,Burgas
202124,EMEA,Russia,EMEA,Chelyabinsk,Zlatoust
202125,LATAM,Brazil,South,Espírito Santo,Vitória
202126,APAC,Afghanistan,Central Asia,Nangarhar,Jalalabad
202127,EU,Spain,South,Catalonia,Sabadell
202128,LATAM,Brazil,South,São Paulo,Presidente Prudente
202129,Africa,Cameroon,Africa,Nord,Garoua
202130,Africa,Democratic Republic of the Congo,Africa,Katanga,Kolwezi
202131,EU,Spain,South,Andalusía,San Fernando
202132,EU,Belgium,Central,Liège,Verviers
202133,US,United States,Central,Kansas,Wichita
202134,US,United States,West,Oregon,Eugene
202135,APAC,India,Central Asia,Uttar Pradesh,Saharanpur
202136,EU,Italy,South,Lombardy,Cremona
202137,LATAM,Brazil,South,Rio de Janeiro,Duque de Caxias
202138,EMEA,Poland,EMEA,Masovia,Warsaw
202139,US,United States,West,California,Bakersfield
202140,LATAM,Brazil,South,Rio Grande do Sul,Lajeado
202141,EMEA,Czech Republic,EMEA,Plzen,Plzen
202142,EMEA,Belarus,EMEA,Homyel',Mazyr
202143,EU,Spain,South,Madrid,Getafe
202144,APAC,China,North Asia,Inner Mongolia,Tongliao
202145,LATAM,Mexico,North,Chiapas,San Cristóbal de Las Casas
202146,US,United States,East,Ohio,Mentor
202147,EMEA,Turkey,EMEA,Bursa,Bursa
202148,LATAM,Brazil,South,Santa Catarina,Gaspar
202149,APAC,South Korea,North Asia,Daegu,Daegu
202150,LATAM,Brazil,South,Minas Gerais,Betim
202151,APAC,Australia,Oceania,New South Wales,Goulburn
202152,LATAM,Brazil,South,Parana,Rolândia
202153,APAC,China,North Asia,Hubei,Laohekou
202154,EU,United Kingdom,North,England,Blackburn
202155,EU,Netherlands,Central,Gelderland,Doetinchem
202156,EMEA,Romania,EMEA,Botosani,Botosani
202157,Africa,Egypt,Africa,Bani Suwayf,Beni Suef
202158,EU,France,Central,Midi-Pyrénées,Tarbes
202159,EU,Italy,South,Sicily,Modica
202160,US,United States,Central,Texas,Grand Prairie
202161,Africa,Swaziland,Africa,Manzini,Manzini
202162,US,United States,Central,Texas,Port Arthur
202163,LATAM,Mexico,North,Guanajuato,San Francisco del Rincón
202164,EU,France,Central,Ile-de-France,Chatou
202165,US,United States,East,Ohio,Akron
202166,EU,Italy,South,Piedmont,Novara
202167,US,United States,West,Colorado,Broomfield
202168,EU,Netherlands,Central,South Holland,Capelle aan den IJssel
202169,LATAM,Brazil,South,São Paulo,Francisco Morato
202170,APAC,Australia,Oceania,Queensland,Torquay
202171,Africa,South Africa,Africa,Western Cape,Stellenbosch
202172,US,United States,Central,Indiana,La Porte
202173,EU,France,Central,Lorraine,Bar-le-Duc
202174,LATAM,Brazil,South,São Paulo,Jundiaí
202175,LATAM,Mexico,North,México,Cuautitlán
202176,EU,Spain,South,Castile and León,Palencia
202177,Africa,Nigeria,Africa,Enugu,Enugu
202178,Africa,Egypt,Africa,Aswan,Idfu
202179,US,United States,Central,Illinois,Buffalo Grove
202180,US,United States,Central,Illinois,Woodstock
202181,LATAM,Mexico,North,Colima,Manzanillo
202182,LATAM,Brazil,South,Pernambuco,Recife
202183,EU,United Kingdom,North,England,Bedford
202184,Africa,Tanzania,Africa,Ruvuma,Mbinga
202185,US,United States,South,North Carolina,Monroe
202186,Africa,Cameroon,Africa,Nord-Ouest,Bamenda
202187,EU,Germany,Central,Baden-Württemberg,Heilbronn
202188,LATAM,Mexico,North,Jalisco,Puerto Vallarta
202189,APAC,China,North Asia,Heilongjiang,Qiqihar
202190,EU,France,Central,Ile-de-France,Sarcelles
202191,EU,France,Central,Nord-Pas-de-Calais,Carvin
202192,EU,Italy,South,Lazio,Latina
202193,APAC,Indonesia,Southeast Asia,Jawa Tengah,Purwokerto
202194,US,United States,Central,Minnesota,Rochester
202195,EU,Italy,South,Campania,Torre del Greco
202196,EMEA,Turkey,EMEA,Diyarbakir,Diyarbakir
202197,EU,France,Central,Ile-de-France,Mitry-Mory
202198,APAC,India,Central Asia,Uttarakhand,Srinagar
202199,EMEA,Romania,EMEA,Mures,Targu Mures
202200,LATAM,Trinidad and Tobago,Caribbean,Chaguanas,Chaguanas
202201,US,United States,East,New York,Utica
202202,LATAM,Colombia,South,Norte de Santander,Los Patios
202203,LATAM,Brazil,South,Goiás,Anápolis
202204,US,United States,South,Florida,Orlando
202205,EU,United Kingdom,North,England,Bournemouth
202206,LATAM,Brazil,South,Rio Grande do Sul,Porto Alegre
202207,LATAM,Brazil,South,São Paulo,São José dos Campos
202208,US,United States,West,California,Pico Rivera
202209,APAC,Malaysia,Southeast Asia,Perak,Taiping
202210,LATAM,Brazil,South,São Paulo,Andradina
202211,EU,Germany,Central,Thuringia,Erfurt
202212,US,United States,West,Washington,Olympia
202213,US,United States,West,California,Vacaville
202214,US,United States,West,Oregon,Tigard
202215,US,United States,West,California,Stockton
202216,EMEA,Bulgaria,EMEA,Vratsa,Vratsa
202217,LATAM,Venezuela,South,Guárico,Valle de La Pascua
202218,EU,Spain,South,Castile-La Mancha,Talavera de la Reina
202219,US,United States,East,New York,Hempstead
202220,EU,Italy,South,Tuscany,Montecatini Terme
202221,LATAM,Venezuela,South,Bolivar,Guayana
202222,US,United States,Central,Missouri,Gladstone
202223,APAC,China,North Asia,Hubei,Yingcheng
202224,LATAM,Mexico,North,Chiapas,Tuxtla Gutiérrez
202225,APAC,Philippines,Southeast Asia,National Capital,Pasig
202226,LATAM,Peru,South,Ucayali,Pucallpa
202227,US,United States,South,Tennessee,Johnson City
202228,Canada,Canada,Canada,Ontario,Richmond Hill
202229,EU,Italy,South,Campania,Capua
202230,LATAM,Mexico,North,Querétaro,San Juan del Río
202231,LATAM,Peru,South,Ica,Chincha Alta
202232,US,United States,West,California,Oceanside
202233,LATAM,Brazil,South,Paraíba,Sousa
202234,EU,United Kingdom,North,England,Norwich
202235,EU,Italy,South,Campania,Boscoreale
202236,EU,Germany,Central,Baden-Württemberg,Friedrichshafen
202237,EMEA,Uzbekistan,EMEA,Namangan,Namangan
202238,LATAM,Bolivia,South,Tarija,Yacuiba
202239,LATAM,Chile,South,Santiago,La Pintana
202240,EU,France,Central,Ile-de-France,Corbeil-Essonnes
202241,EU,France,Central,Aquitaine,Anglet
202242,Africa,Cameroon,Africa,Est,Bertoua
202243,LATAM,Brazil,South,Piauí,Teresina
202244,LATAM,Honduras,Central,Yoro,El Progreso
202245,Africa,Democratic Republic of the Congo,Africa,Bandundu,Kikwit
202246,Africa,South Africa,Africa,Limpopo,Giyani
202247,LATAM,Colombia,South,Santander,Girón
202248,EMEA,Israel,EMEA,Tel Aviv,Holon
202249,LATAM,Brazil,South,Pará,Altamira
202250,US,United States,Central,Michigan,Oak Park
202251,LATAM,Brazil,South,Rio de Janeiro,Cabo Frio
202252,EU,France,Central,Auvergne,Moulins
202253,EU,United Kingdom,North,England,Stockport
202254,LATAM,Guatemala,Central,Guatemala,Amatitlán
202255,US,United States,Central,Wisconsin,Eau Claire
202256,EU,United Kingdom,North,England,Hove
202257,EMEA,Turkey,EMEA,Istanbul,Kartal
202258,US,United States,East,Pennsylvania,York
202259,Africa,Nigeria,Africa,Oyo,Ibadan
202260,LATAM,Brazil,South,São Paulo,Jacareí
202261,EU,Germany,Central,North Rhine-Westphalia,Marl
202262,EU,France,Central,Ile-de-France,Bonneuil-sur-Marne
202263,US,United States,Central,Illinois,Skokie
202264,EMEA,Saudi Arabia,EMEA,'Asir,Abha
202265,Africa,Tanzania,Africa,Tanga,Tanga
202266,EU,United Kingdom,North,England,Eastbourne
202267,Africa,Egypt,Africa,Suhaj,Tahta
202268,EMEA,Belarus,EMEA,Vitsyebsk,Orsha
202269,EMEA,Yemen,EMEA,Ibb,Ibb
202270,LATAM,Brazil,South,Minas Gerais,Passos
202271,EU,France,Central,Lower Normandy,Cherbourg-Octeville
202272,LATAM,Mexico,North,Morelos,Temixco
202273,US,United States,Central,Illinois,Oswego
202274,EU,United Kingdom,North,England,Rottingdean
202275,APAC,China,North Asia,Heilongjiang,Hailin
202276,US,United States,West,California,Salinas
202277,Africa,Morocco,Africa,Souss-Massa-Draâ,Agadir
202278,EU,France,Central,Languedoc-Roussillon,Castelnau-le-Lez
202279,EMEA,Romania,EMEA,Neamt,Roman
202280,US,United States,West,California,Costa Mesa
202281,EMEA,Ukraine,EMEA,Chernihiv,Chernihiv
202282,Africa,Zambia,Africa,Southern,Livingstone
202283,US,United States,Central,Wisconsin,Superior
202284,US,United States,West,California,Whittier
202285,Africa,Kenya,Africa,Nyanza,Kisumu
202286,Africa,Algeria,Africa,Constantine,Constantine
202287,Africa,Democratic Republic of the Congo,Africa,Maniema,Kindu
202288,Africa,Egypt,Africa,Al Buhayrah,Damanhur
202289,Africa,Egypt,Africa,Al Minufiyah,Minuf
202290,EMEA,Ukraine,EMEA,Cherkasy,Cherkasy
202291,EMEA,Turkey,EMEA,Bolu,Bolu
202292,US,United States,West,California,Morgan Hill
202293,APAC,India,Central Asia,Rajasthan,Kota
202294,APAC,India,Central Asia,Haryana,Hisar
202295,US,United States,Central,Illinois,Carol Stream
202296,EU,France,Central,Centre,Chartres
202297,US,United States,Central,Texas,Lubbock
202298,APAC,China,North Asia,Guangxi,Guiping
202299,APAC,China,North Asia,Hebei,Shijiazhuang
202300,LATAM,Peru,South,Callao,Callao
202301,APAC,Japan,North Asia,Oita,Yokkaichi
202302,EMEA,Kyrgyzstan,EMEA,Osh,Osh
202303,EU,United Kingdom,North,England,Rochdale
202304,LATAM,Mexico,North,Oaxaca,Salina Cruz
202305,EU,Germany,Central,Baden-Württemberg,Villingen-Schwenningen
202306,APAC,China,North Asia,Jilin,Huadian
202307,LATAM,Venezuela,South,Vargas,Catia La Mar
202308,EU,France,Central,Pays de la Loire,Cholet
202309,APAC,South Korea,North Asia,Gyeonggi,Bucheon
202310,EU,France,Central,Ile-de-France,Fontenay-sous-Bois
202311,US,United States,South,Florida,Hollywood
202312,EU,Sweden,North,Stockholm,Nacka
202313,EU,France,Central,Provence-Alpes-Côte d'Azur,Cannes
202314,APAC,Philippines,Southeast Asia,Calabarzon,Calamba
202315,EU,France,Central,Nord-Pas-de-Calais,La Madeleine
202316,EU,United Kingdom,North,Scotland,Livingston
202317,LATAM,Brazil,South,Roraima,Boa Vista
202318,US,United States,South,Arkansas,Pine Bluff
202319,Africa,Sudan,Africa,White Nile,Ad Diwem
202320,APAC,India,Central Asia,Telangana,Karimnagar
202321,APAC,Afghanistan,Central Asia,Hirat,Herat
202322,APAC,Japan,North Asia,Osaka,Takatsuki
202323,US,United States,East,New Jersey,Clifton
202324,EMEA,Russia,EMEA,Irkutsk,Angarsk
202325,EU,Italy,South,Lombardy,Gallarate
202326,LATAM,Mexico,North,Quintana Roo,Chetumal
202327,US,United States,South,Tennessee,Franklin
202328,US,United States,East,Maine,Bangor
202329,EU,Netherlands,Central,North Holland,Zaanstad
202330,US,United States,Central,Indiana,Mishawaka
202331,EMEA,Ukraine,EMEA,Donetsk,Horlivka
202332,LATAM,Brazil,South,Alagoas,São Miguel dos Campos
202333,Africa,Ghana,Africa,Northern,Tamale
202334,EU,France,Central,Provence-Alpes-Côte d'Azur,Salon-de-Provence
202335,EU,France,Central,Poitou-Charentes,Cognac
202336,EMEA,Bulgaria,EMEA,Plovdiv,Plovdiv
202337,EU,France,Central,Nord-Pas-de-Calais,Halluin
202338,EU,United Kingdom,North,England,Hereford
202339,APAC,China,North Asia,Zhejiang,Huzhou
202340,EU,Germany,Central,North Rhine-Westphalia,Recklinghausen
202341,LATAM,Ecuador,South,Manabi,Portoviejo
202342,Africa,Cameroon,Africa,Adamaoua,Ngaoundere
202343,LATAM,Brazil,South,Rio Grande do Sul,São Leopoldo
202344,EU,Italy,South,Tuscany,Pistoia
202345,EU,Spain,South,Catalonia,Rubí
202346,APAC,China,North Asia,Chongqing,Hechuan
202347,EMEA,Poland,EMEA,Masovia,Radom
202348,EMEA,Turkey,EMEA,Istanbul,Esenyurt
202349,EU,Italy,South,Lombardy,Bergamo
202350,LATAM,Brazil,South,São Paulo,Diadema
202351,EU,France,Central,Ile-de-France,Vanves
202352,Africa,Tanzania,Africa,Kilimanjaro,Moshi
202353,LATAM,Brazil,South,São Paulo,Jaú
202354,LATAM,Brazil,South,Santa Catarina,Caçador
202355,US,United States,West,California,Murrieta
202356,LATAM,Bolivia,South,La Paz,La Paz
202357,APAC,Philippines,Southeast Asia,Central Luzon,San Jose del Monte
202358,US,United States,Central,Minnesota,Moorhead
202359,LATAM,Brazil,South,São Paulo,Lorena
202360,EU,United Kingdom,North,England,Northwich
202361,APAC,India,Central Asia,Telangana,Warangal
202362,EMEA,Turkey,EMEA,Ankara,Polatli
202363,EU,United Kingdom,North,England,Dunstable
202364,EMEA,Turkmenistan,EMEA,Ashgabat,Ashgabat
202365,LATAM,Colombia,South,Caquetá,Florencia
202366,APAC,India,Central Asia,Maharashtra,Dhule
202367,EMEA,Iran,EMEA,Esfahan,Najafabad
202368,EU,France,Central,Franche-Comté,Belfort
202369,US,United States,West,California,Santa Maria
202370,US,United States,West,New Mexico,Carlsbad
202371,LATAM,Mexico,North,Jalisco,Lagos de Moreno
202372,EU,France,Central,Ile-de-France,Pontault-Combault
202373,US,United States,Central,Texas,Bryan
202374,EMEA,Turkey,EMEA,Manisa,Turgutlu
202375,US,United States,South,Georgia,Athens
202376,EU,Italy,South,Marche,Pesaro
202377,US,United States,South,Florida,Saint Petersburg
202378,US,United States,East,Massachusetts,Quincy
202379,EMEA,Romania,EMEA,Iasi,Iasi
202380,LATAM,Brazil,South,Rio Grande do Norte,Mossoró
202381,EU,Germany,Central,Hesse,Friedberg
202382,US,United States,East,Pennsylvania,Lancaster
202383,APAC,China,North Asia,Henan,Puyang
202384,LATAM,Chile,South,Los Lagos,Puerto Montt
202385,Africa,Egypt,Africa,Al Fayyum,Al Fayyum
202386,EMEA,Jordan,EMEA,Irbid,Irbid
202387,LATAM,Brazil,South,Minas Gerais,Barbacena
202388,APAC,China,North Asia,Henan,Zhumadian
202389,EMEA,Iran,EMEA,Markazi,Arak
202390,EU,France,Central,Languedoc-Roussillon,Perpignan
202391,US,United States,East,New Jersey,Westfield
202392,US,United States,Central,Texas,Waco
202393,EU,Germany,Central,Baden-Württemberg,Ludwigsburg
202394,EU,France,Central,Ile-de-France,Franconville
202395,LATAM,Brazil,South,Alagoas,Penedo
202396,EMEA,Ukraine,EMEA,Dnipropetrovs'k,Dniprodzerzhyns'k
202397,Africa,Cote d'Ivoire,Africa,Savanes,Korhogo
202398,EU,France,Central,Lower Normandy,Flers
202399,EMEA,Poland,EMEA,Lesser Poland,Tarnow
202400,EU,Germany,Central,Lower Saxony,Lohne
202401,Africa,Tanzania,Africa,Mara,Musoma
202402,Africa,Tanzania,Africa,Mbeya,Mbeya
202403,APAC,Japan,North Asia,Aichi,Kasugai
202404,LATAM,Brazil,South,Bahia,Senhor do Bonfim
202405,EU,France,Central,Rhône-Alpes,Sallanches
202406,EU,Netherlands,Central,Gelderland,Apeldoorn
202407,EMEA,Turkey,EMEA,Bingol,Karliova
202408,EU,France,Central,Midi-Pyrénées,Plaisance-du-Touch
202409,EMEA,Turkey,EMEA,Kirsehir,Kirsehir
202410,EMEA,Iran,EMEA,Gilan,Bandar-e Anzali
202411,EU,Italy,South,Friuli-Venezia Giulia,Trieste
202412,EMEA,Turkey,EMEA,Balikesir,Balikesir
202413,EU,France,Central,Ile-de-France,Colombes
202414,LATAM,Mexico,North,Veracruz,Acayucan
