Customer Key,Location Key,Shipping Key,Product Key,Order Key,Order Date Key,Ship Date Key,Quantity Sold,Total Price
100402,201451,315676,404235,530646,601097,700375,3,79.2
100269,200166,315674,407901,530647,600200,700615,7,91.14
100210,200266,315674,404708,530648,600698,700912,2,57.96
100533,200051,315676,408872,530649,600130,700630,3,19.44
100311,200021,315673,407218,530650,600312,700150,2,49.616
100232,202415,315674,402031,530651,600806,700321,2,185.376
101328,200483,315674,406031,530652,600081,700737,2,70.74
101019,201886,315674,402358,530653,600235,701029,1,51.372
101073,200469,315674,407052,530654,600530,700359,1,66.93
101305,200458,315676,408873,530655,600250,700674,8,55.92
100348,202182,315674,402767,530656,600401,700318,5,149.6
100593,202431,315674,408706,530657,600340,700358,7,61.32
100710,200985,315674,402434,530658,601098,701318,1,115.58
100768,200654,315674,405123,530659,600454,700050,2,161.59616
100070,202870,315674,408583,530660,600366,700172,3,47.82
100117,200111,315677,408874,530661,600048,700119,2,20.72
100719,201362,315678,404288,530662,600993,700825,2,30.528
100218,200201,315679,401617,530663,600321,700906,2,121.932
100628,201388,315679,408875,530664,600327,700066,3,70.92
100951,201001,315679,407216,530665,601029,700719,10,67.5
100176,203160,315678,408876,530666,600224,700040,1,17.4
101113,200238,315677,404546,530667,600595,700064,3,148.32
100955,202126,315679,407518,530668,600010,701380,11,127.05
100925,202682,315678,406298,530669,600621,700633,2,50.7
100735,200508,315678,406075,530670,600753,700922,3,28.908
101082,201335,315680,405079,530671,600619,701393,2,87.3372
100478,200110,315678,403638,530672,600396,700119,1,39.99
101042,201382,315678,406080,530673,600328,700640,1,15.84
101030,200458,315679,408877,530674,600640,701091,6,81.54
101154,201142,315679,402981,530675,600594,700487,1,61.29
101563,200818,315679,400367,530676,600728,700595,1,48.573
101434,202907,315679,408878,530677,601357,700194,2,123.72
101434,200552,315680,403867,530678,600805,700518,1,37.11
101083,202304,315679,405501,530679,600406,700959,3,58.8
100453,200512,315679,408879,530680,600785,700793,5,36.66
100000,202254,315679,406045,530681,600062,700574,2,82.88
100211,201403,315681,404406,530682,600658,700844,2,61.368
100637,200189,315682,407557,530683,600200,700953,4,21.408
100965,203101,315683,403510,530684,600838,700333,2,86.88
100315,201097,315683,404314,530685,600122,701306,3,76.05
100708,200409,315683,403286,530686,600515,700629,2,79.5
100965,202192,315682,407802,530687,600424,700139,3,30.618
100221,200794,315683,405441,530688,600656,700972,2,87.6
100471,200715,315681,404436,530689,600340,700340,3,52.245
100462,200159,315683,408880,530690,600617,700752,3,45.09
100174,201892,315682,408132,530691,600200,700455,5,96.45
100151,200039,315683,402795,530692,601016,700646,6,270.54
100563,201080,315683,406891,530693,600971,700757,3,141.03
100667,200242,315683,408881,530694,600865,700387,3,44.82
100059,200401,315683,405579,530695,600474,701214,2,46.5
100078,200327,315683,407599,530696,600069,701093,2,33.06
100210,201676,315683,408882,530697,601099,700952,3,33.39
100581,200706,315683,408883,530698,600423,701360,2,92.46
100758,200596,315683,405172,530699,600167,700256,5,91.6
100794,200487,315683,407855,530700,600378,700321,6,72.0
101205,202687,315681,408884,530701,600344,700390,6,36.018
100956,201824,315683,406133,530702,600243,700249,2,95.16
100725,200749,315683,407976,530703,601022,701079,14,162.96
100765,201655,315682,406558,530704,600713,700042,3,46.32
100255,202332,315683,408885,530705,601127,701384,3,49.296
100284,201022,315683,405977,530706,600199,700272,5,101.58
100553,200597,315683,402995,530707,600235,701029,3,132.84
100565,200985,315684,405816,530708,600159,701446,1,32.0
100603,200418,315685,408324,530709,600610,701289,2,39.48
100954,200516,315684,406317,530710,600291,700659,2,40.64
100724,200198,315685,404777,530711,601278,700623,4,109.28
100294,203284,315684,405692,530712,600027,701158,3,56.16
100170,200644,315685,404314,530713,600038,700645,2,50.7
100961,201129,315685,405411,530714,600900,701311,9,120.42
100809,201789,315685,403204,530715,601184,700136,3,80.2395
100568,200055,315685,406151,530716,600414,701287,2,152.28
100133,200069,315684,408809,530717,600160,700362,5,48.33
100034,200238,315685,406362,530718,600735,700137,5,96.9
100489,201070,315685,408886,530719,600958,700997,6,62.1
100340,200302,315684,408887,530720,600347,700350,2,28.692
100371,201719,315685,404508,530721,600396,700752,2,38.62
100873,200000,315685,408581,530722,600979,700053,5,60.35
101401,200182,315685,408515,530723,600825,700781,2,106.32
100810,200882,315686,408888,530724,600871,700591,4,74.76
100948,200478,315685,408759,530725,600434,701344,4,61.776
101509,200910,315685,408813,530726,600166,700160,4,42.96
100373,200344,315687,408498,530727,601099,700857,5,47.64
100461,200453,315685,405965,530728,600652,700665,2,52.736
100275,201864,315685,406667,530729,600927,700186,2,64.8
100873,200198,315688,405750,530730,600795,700385,2,50.84
100371,200318,315689,408889,530731,600380,700382,7,46.62
100594,201888,315689,404879,530732,600787,700585,3,161.73
100436,200268,315688,405420,530733,601382,700074,2,42.18
100225,200761,315690,405464,530734,600634,700673,7,34.44
100210,201723,315689,402841,530735,600617,700752,2,55.38
100695,200545,315688,406197,530736,600115,700604,5,56.55
100783,200792,315689,401598,530737,600336,700131,1,72.99
100330,200204,315691,408471,530738,600275,700752,2,54.0
100029,202517,315688,406759,530739,600387,700057,2,82.704
100076,200950,315689,405875,530740,600044,700179,6,56.52
100117,200258,315689,408802,530741,600273,700274,3,38.61
100513,200248,315689,403755,530742,601036,700663,3,84.78
100018,201676,315688,408890,530743,600212,700236,3,40.5
100383,201534,315689,405152,530744,600747,700338,2,71.55
100241,200338,315689,408891,530745,600873,701089,9,61.29
100496,200172,315689,407344,530746,600297,700242,2,59.4
100817,200018,315689,408892,530747,600172,701252,1,89.352
100101,202391,315689,408893,530748,600097,700099,3,46.26
100708,200000,315688,405942,530749,600640,701091,3,88.02
100124,200437,315690,408894,530750,600490,700879,5,30.36
101363,200769,315688,408895,530751,600532,701315,4,33.48
101035,202138,315689,406800,530752,600831,700229,1,48.0
101061,202587,315689,401845,530753,601165,701257,1,105.492
101413,202129,315688,406728,530754,600143,700264,2,59.58
101446,200478,315689,404819,530755,600447,700819,8,54.336
100022,201325,315689,406438,530756,600185,700197,3,118.8
100542,200205,315689,406906,530757,600006,701008,5,70.4
100367,200989,315692,404695,530758,600444,700177,2,36.12
100199,200196,315693,407157,530759,600493,701015,3,56.76
100059,200145,315693,403299,530760,600305,700299,1,78.312
100458,201192,315693,405189,530761,601062,700578,3,72.576
100103,201625,315693,406010,530762,600435,701259,3,56.97
100550,200139,315693,406184,530763,600727,700738,3,57.159
100169,200236,315692,406459,530764,600859,700191,3,42.21
100140,200452,315694,408896,530765,600723,700096,2,21.6
100270,202149,315693,404803,530766,600529,701242,2,46.62
100869,200118,315692,406576,530767,600671,701155,3,74.655
100056,200052,315692,403576,530768,600053,700056,4,68.16
100606,200638,315693,404886,530769,600522,700820,3,74.352
100242,202852,315693,401536,530770,600818,700336,5,965.85
100787,200167,315695,408897,530771,600926,700687,2,43.96
100378,200500,315693,400766,530772,600170,700019,1,114.288
100169,200130,315693,404269,530773,601076,700725,7,127.904
100119,200021,315693,407314,530774,600737,700467,11,153.824
101006,201415,315693,401447,530775,601335,701255,1,48.6
101569,200004,315695,408392,530776,600130,701179,2,39.6
100668,200752,315692,407284,530777,600757,700175,2,60.54
101180,200326,315695,402175,530778,600988,701190,1,43.29
101235,203009,315693,404739,530779,600973,701238,2,62.34
100471,200198,315696,407199,530780,600428,701038,3,94.02
100486,201447,315697,406053,530781,600387,700424,2,53.88
100413,200790,315698,408898,530782,601174,701436,8,55.2
100897,202834,315696,405308,530783,600752,701012,2,95.04
100002,200700,315696,406331,530784,600288,700692,2,50.46
100378,200539,315696,407997,530785,600578,700791,6,80.685
100110,200000,315697,405995,530786,600166,700168,2,29.78
100167,200028,315699,404020,530787,600170,700474,2,69.456
100658,201445,315697,408899,530788,600507,700641,5,25.92
100097,200028,315696,402352,530789,600093,701161,3,186.69
100868,201165,315696,408900,530790,600463,700176,5,61.1
100204,200077,315696,406605,530791,600096,700880,5,51.56
100341,202375,315696,400878,530792,600250,700461,1,79.99
101453,203193,315699,403658,530793,600528,700281,2,74.7
101101,200704,315696,407114,530794,600939,700683,4,69.36
100950,200695,315696,402461,530795,600250,700077,2,96.6
101314,202228,315696,408901,530796,600776,700638,2,71.04
100945,200818,315696,400911,530797,600149,700152,2,82.008
100714,202536,315696,407284,530798,600498,700946,1,30.27
100816,200896,315696,407393,530799,600378,700892,8,60.696
101358,200478,315697,407507,530800,600104,701210,2,12.6
100211,201158,315696,408902,530801,600787,700401,10,48.4
100624,201394,315696,405872,530802,600132,700574,7,50.82
100763,200025,315696,403451,530803,600377,700380,1,82.1
100340,200454,315700,402715,530804,600497,700479,2,189.46032
100055,200376,315700,408845,530805,600114,700302,4,65.2
100701,202503,315700,405156,530806,600803,701181,1,50.79
100377,200786,315700,405007,530807,600471,700061,2,56.76
100777,201629,315701,407547,530808,600283,701085,2,26.22
100009,202107,315700,407014,530809,600329,700089,7,106.974
100717,203259,315700,403760,530810,600682,700656,1,44.064
100521,201401,315700,405791,530811,600057,700601,2,51.66
101109,203015,315700,404670,530812,600695,700640,3,71.73
100726,200406,315700,405143,530813,600820,700355,4,100.4964
100241,201747,315702,403718,530814,600789,700779,2,43.7568
100383,200406,315701,407788,530815,600047,700932,5,46.6875
100662,200731,315700,406915,530816,600316,701147,2,56.9214
101008,200175,315701,408903,530817,600961,701284,14,40.096
100719,200175,315702,402371,530818,600350,700857,2,99.372
100050,200567,315700,407487,530819,600750,700232,7,72.744
100474,203500,315700,408508,530820,600300,701098,2,55.984
101325,203336,315702,402570,530821,600130,700017,1,51.156
100968,200183,315700,408904,530822,600053,700926,4,186.12
100724,201437,315702,406418,530823,601210,700637,3,46.92
100276,200985,315703,405544,530824,601115,701015,2,61.76
100553,202229,315704,401626,530825,600255,701162,2,152.352
100667,201171,315705,407558,530826,600354,700035,2,33.66
100367,200017,315704,404879,530827,601088,701166,1,53.91
100774,202205,315703,408389,530828,600705,700574,3,41.85
100684,200095,315703,404191,530829,600289,700240,2,99.0
100149,200139,315704,404525,530830,600871,700504,5,61.503
100779,200002,315703,405559,530831,600841,700848,1,24.03
100902,200202,315704,406529,530832,600735,700124,3,74.4759
100854,200069,315704,408104,530833,600225,701220,6,71.766
100487,200153,315703,408214,530834,600890,700280,6,46.62
100890,201165,315703,407137,530835,600955,700762,2,61.96
100043,200051,315704,408414,530836,601152,700844,7,47.208
100578,200028,315705,407441,530837,600609,700612,2,20.46
100887,201478,315704,408905,530838,600402,700899,3,166.5
100407,200783,315704,408191,530839,600645,700254,1,71.76
100775,202914,315704,402786,530840,600558,700014,1,72.828
100004,200972,315704,406559,530841,600040,701055,2,46.92
101522,201977,315703,403770,530842,600836,700156,2,29.862
100434,200198,315705,408906,530843,600345,700809,2,21.52
100275,200726,315704,406245,530844,600438,701275,3,84.3
100501,200741,315704,404552,530845,600603,701021,3,56.46
100652,201116,315704,407914,530846,600024,700734,5,40.32
100122,200354,315705,408907,530847,601114,700182,4,15.76
100367,200858,315703,403364,530848,600875,700364,2,40.584
100041,200592,315706,408908,530849,601043,700843,2,112.584
100917,200344,315707,406540,530850,600430,701402,4,70.56
100163,201045,315708,403068,530851,600721,700714,2,56.2
100630,201416,315707,405700,530852,600491,700908,3,52.56
100561,201126,315708,408547,530853,600200,700953,2,29.88
100255,202338,315706,404276,530854,600922,701077,2,59.598
100844,201399,315706,408026,530855,601091,701170,5,50.625
100862,200947,315707,408909,530856,600759,700766,7,68.25
100474,200005,315706,407141,530857,600456,701239,2,50.328
100162,200361,315709,404239,530858,600406,700410,1,49.71
100169,200069,315707,407531,530859,600752,700762,3,37.665
100963,201316,315708,404715,530860,600306,700511,5,208.5
100085,202100,315706,408910,530861,600052,700494,4,33.36
100282,200167,315708,405820,530862,600288,700292,1,36.51
100253,200637,315707,406643,530863,600514,701012,2,35.12
100431,200140,315708,408911,530864,600656,701151,9,30.816
100116,200130,315707,406727,530865,601201,700422,5,21.99
100438,201886,315708,405313,530866,600184,700403,2,23.592
101474,201886,315707,408717,530867,600725,700477,4,30.624
101440,201407,315709,405326,530868,600988,700324,1,28.38
101108,203080,315706,405673,530869,600487,700844,2,135.744
100471,200376,315707,408244,530870,600235,700887,2,21.36
100604,200131,315707,408912,530871,600549,701322,4,25.36
100112,200536,315706,407925,530872,600588,701202,3,77.04
100456,200196,315706,406636,530873,600133,700628,3,78.66
100080,200030,315710,403626,530874,600346,701090,3,44.688
100358,201342,315711,406899,530875,600798,700964,3,54.0
100201,200512,315711,405919,530876,600164,700211,4,76.224
100454,201078,315711,405585,530877,600338,700004,6,41.49
100790,201242,315711,406940,530878,600561,700954,4,51.6
100094,201504,315711,406919,530879,600131,700244,2,37.86
101102,200071,315711,403500,530880,600183,700088,1,44.469
100897,202834,315711,404671,530881,600752,701012,2,86.04
100536,200091,315711,406529,530882,600980,700562,3,80.757
100038,201637,315711,404162,530883,600149,700177,3,153.72
100005,200011,315711,408913,530884,601273,700197,2,55.98
100771,200555,315711,408914,530885,600183,700064,5,41.55
100189,200105,315711,406016,530886,600187,700133,4,67.5
100399,202481,315712,406782,530887,600040,700523,5,39.9
100464,201209,315712,408178,530888,600066,700014,3,26.85
100125,200638,315711,407842,530889,601156,701098,5,72.6
100232,202415,315711,400610,530890,600806,700321,1,58.924
100716,202041,315710,408915,530891,600010,701054,5,40.2
101325,202385,315711,406143,530892,600147,700116,2,63.24
101322,200483,315711,404712,530893,600388,700954,2,55.26
101474,200458,315711,408108,530894,600973,701425,4,81.24
101215,203476,315711,408916,530895,600177,700497,2,53.4
101507,202385,315711,403853,530896,600518,700166,1,49.74
100281,200478,315711,403627,530897,600094,700350,2,63.432
100368,200307,315711,402385,530898,601412,701246,2,86.52
100405,202712,315713,402400,530899,600636,700873,2,107.4
100483,201592,315714,407176,530900,600766,701055,6,32.4
100107,200065,315714,407144,530901,600924,700725,2,32.0
100461,202221,315713,402419,530902,600439,700924,1,50.988
100485,201935,315715,403837,530903,600332,700751,4,50.72
100802,200003,315713,401920,530904,600097,700407,2,98.172
100270,201215,315714,408917,530905,600047,700050,3,35.73
100172,201194,315715,401597,530906,600180,700753,2,52.86
100111,200084,315713,405096,530907,600285,700798,2,79.56
100040,200450,315713,406783,530908,600298,700392,1,39.45
100535,200700,315713,407824,530909,600610,701202,3,30.735
100537,202040,315713,408101,530910,600931,700170,7,46.62
100879,200634,315713,407115,530911,600864,701178,8,48.2088
100399,201205,315715,408918,530912,600488,700163,4,62.28
100372,202194,315715,408919,530913,600061,700776,4,23.92
100235,203386,315715,406415,530914,600873,700520,4,63.96
100028,200115,315714,408920,530915,600737,700464,3,19.44
100272,203410,315714,407573,530916,600255,700426,1,30.384
101471,200483,315715,404007,530917,600046,700406,1,32.19
101046,200365,315713,403550,530918,601123,701173,1,81.99
101168,202123,315713,406428,530919,600844,701254,1,26.37
100714,200080,315713,404934,530920,600455,700052,2,59.16
100847,202417,315713,408921,530921,601325,700252,2,60.42
100882,200932,315713,405739,530922,601300,700788,4,65.16
100540,202200,315713,401743,530923,600406,700959,3,296.88504
100787,200574,315714,408922,530924,600220,700766,6,33.6
100375,201227,315716,405960,530925,600653,701135,3,55.5
100057,202888,315717,408923,530926,600166,700742,6,84.672
100182,200545,315718,402458,530927,600519,701122,1,84.96
100625,200849,315716,405189,530928,601044,701215,3,80.64
100946,201509,315718,403989,530929,600634,701027,4,80.76
100667,200378,315717,408025,530930,600298,700640,2,30.66
100553,202229,315718,405124,530931,600255,701162,3,87.84
100211,201357,315718,408924,530932,600377,700380,3,36.72
100061,200068,315718,405114,530933,600900,700092,9,84.321
100044,200792,315718,406669,530934,600871,700498,7,42.735
100048,200422,315716,408925,530935,600157,700159,2,29.88
100314,200160,315718,408534,530936,600259,700261,5,53.46
100026,200026,315719,408926,530937,600025,700026,2,23.7
100373,200001,315718,406983,530938,600749,701302,2,97.92
100596,200715,315718,408927,530939,600036,700038,2,57.996
100674,200302,315718,408928,530940,600878,701420,2,36.972
100138,200848,315716,405904,530941,600746,700709,2,34.848
100634,200115,315718,403995,530942,600549,700467,2,81.98
100662,200437,315718,404366,530943,600064,700522,7,59.913
101459,203093,315716,403475,530944,600526,700382,1,105.996
100525,200487,315718,400315,530945,600526,700443,1,61.2
101241,200818,315718,403292,530946,601349,700143,1,50.022
101012,201406,315718,404434,530947,600584,700404,1,48.93
101192,200797,315718,402599,530948,600192,700509,3,137.772
100630,200323,315718,404942,530949,600449,700129,5,98.7
100661,200218,315720,407042,530950,600184,701074,5,80.0
100662,200324,315721,407090,530951,601336,700806,4,28.96
100695,200129,315720,408929,530952,600615,700605,3,85.59
100742,201019,315722,408930,530953,600473,700481,4,55.92
100286,200378,315722,403121,530954,600901,700212,3,73.62
100879,202846,315722,408269,530955,600042,700044,3,44.91
100778,202211,315720,403165,530956,601116,701386,4,106.8
100835,200015,315722,400928,530957,600315,700566,2,379.242
100582,201900,315720,407396,530958,601232,700294,5,66.45
100753,200430,315720,407080,530959,600713,700219,2,31.806
100428,200406,315720,403663,530960,600861,700345,3,126.5382
100611,200002,315720,406582,530961,600882,700735,3,30.861
100459,200001,315720,408104,530962,600485,700727,3,35.883
100170,200271,315720,402551,530963,601027,700736,3,114.39
100134,200229,315723,405163,530964,600067,700180,2,50.148
100598,200051,315720,404450,530965,600197,700320,3,88.752
100878,200973,315722,408931,530966,600417,700169,5,32.4
100117,201307,315720,405532,530967,600361,700364,3,32.952
100829,201415,315720,404901,530968,600054,701085,4,113.04
100462,200512,315720,403146,530969,600449,700401,2,98.592
100593,200226,315722,406317,530970,600603,700539,2,40.64
100167,200025,315724,403063,530971,600307,701225,2,87.76
100955,200890,315724,405681,530972,600205,700210,2,77.48
100206,200205,315724,404233,530973,600558,700183,2,41.52
100424,202888,315724,408932,530974,600322,700200,3,41.232
100531,201645,315724,404879,530975,600263,700703,2,107.82
100140,200396,315724,404243,530976,600040,700542,11,75.0321
100731,200202,315724,408481,530977,600298,700849,7,55.3161
100273,200280,315724,408933,530978,600183,700088,2,33.36
101116,200430,315725,408934,530979,601042,701105,2,34.092
100043,200219,315726,407265,530980,600334,700084,2,28.44
100536,201118,315724,407936,530981,600547,700899,9,52.416
100206,201704,315724,403114,530982,600007,700007,1,35.208
101574,200818,315726,401674,530983,600226,700406,1,39.861
101073,201187,315726,408935,530984,600447,700983,6,49.5
101033,202362,315726,407242,530985,600959,700999,1,19.464
101300,202177,315724,400679,530986,600038,700645,1,114.03
101342,200559,315724,402951,530987,600320,700389,1,45.69
100987,200483,315726,403290,530988,600971,700121,2,60.42
101456,200918,315726,408056,530989,600807,700160,1,18.36
101284,201886,315724,403275,530990,600503,700251,2,59.16
100637,200858,315725,408523,530991,600087,700434,3,33.336
100427,201953,315725,405231,530992,600214,701216,3,57.6
100567,200741,315727,405617,530993,600525,700882,4,41.36
100593,201472,315728,408936,530994,600365,700570,5,29.0
100115,201872,315727,403728,530995,600298,700216,2,86.346
100487,201954,315728,405180,530996,600399,700515,2,44.94
100029,202468,315729,405464,530997,600051,701270,5,24.6
100372,200329,315730,406155,530998,600262,700306,2,30.96
100336,200759,315727,407014,530999,601218,701433,5,76.41
100199,200180,315728,408937,531000,600203,700207,4,21.36
100585,201465,315729,406696,531001,600622,701038,3,75.69
100023,200406,315727,408938,531002,600090,700673,3,48.0321
100592,200085,315727,405153,531003,600393,700819,2,41.202
100344,201390,315727,407616,531004,600209,700655,3,56.97
100074,200496,315727,404852,531005,600370,700366,5,76.275
100358,200085,315727,406343,531006,600340,700209,2,50.274
100790,200305,315730,408124,531007,600705,700134,3,34.5
100047,203501,315730,408939,531008,601163,700325,3,11.85
101095,201308,315727,406248,531009,600206,700584,1,109.98
101404,200659,315727,403667,531010,600510,700701,2,33.9
101455,201361,315728,405638,531011,600200,700615,1,62.13
101195,202130,315730,407673,531012,600006,700550,1,17.88
101437,200183,315727,403338,531013,601067,701262,1,48.78
100409,200136,315727,405388,531014,600369,701101,2,53.34
101353,202348,315728,404858,531015,600303,700693,2,21.144
100394,202125,315728,407878,531016,600797,701280,5,37.9
100673,200324,315727,402082,531017,600426,701120,2,77.04
100140,200379,315727,407608,531018,600679,700238,3,35.76
100070,201063,315730,405960,531019,600805,700380,2,37.0
100513,200512,315727,405966,531020,600295,700239,2,58.608
100623,200198,315727,406888,531021,600891,700610,3,48.3
100139,200131,315727,407909,531022,600141,700145,4,28.64
100087,200189,315731,407361,531023,600633,700746,3,35.136
100114,200274,315732,405410,531024,601199,700816,5,100.7
100334,201374,315732,408746,531025,600004,700588,3,49.02
100341,201060,315733,408940,531026,600460,700635,6,54.12
101008,200542,315733,406049,531027,601253,701297,2,54.56
100207,200240,315733,408372,531028,600885,700894,4,53.76
100174,200095,315733,402438,531029,600528,701055,2,58.32
100319,200624,315732,407313,531030,600134,700136,2,53.82
100591,200003,315732,408941,531031,600965,700412,5,53.19
100870,200903,315733,407561,531032,600530,700963,9,80.46
101264,200980,315733,407312,531033,600523,700506,3,53.217
100416,200084,315734,408942,531034,600950,700860,3,28.611
100061,200534,315731,408111,531035,600067,700973,2,17.4324
100493,200029,315733,406585,531036,600495,700503,3,88.47
100069,200202,315734,403188,531037,600706,701193,1,40.6368
100439,201703,315732,408943,531038,600233,700910,4,85.56
100932,200946,315733,408944,531039,601101,700792,2,58.68
100967,200167,315733,408945,531040,600197,700016,6,43.86
100116,200000,315731,406524,531041,600718,700777,4,59.2
100654,200164,315731,404962,531042,600905,700924,2,69.98
100257,201191,315733,407983,531043,600403,700403,8,76.608
101125,202259,315733,404808,531044,600718,700209,4,54.576
101035,202914,315733,404070,531045,600298,700216,2,58.68
101557,203025,315732,403295,531046,600485,700345,2,90.18
101030,202348,315731,407575,531047,600635,701142,1,18.816
100395,201044,315732,406872,531048,600094,700816,3,33.0
100163,200068,315735,404539,531049,600426,700687,8,85.968
100244,200003,315736,408396,531050,600340,700565,3,38.961
100902,200202,315735,408946,531051,600735,700124,7,112.0791
100807,202309,315737,404204,531052,600452,701056,2,43.71
100315,202103,315735,405795,531053,600034,700229,5,55.8
100010,200878,315735,408722,531054,600130,700808,9,90.72
100454,203019,315735,405627,531055,600356,700420,4,66.0
100032,201445,315735,401665,531056,601106,701000,2,97.04
100045,202280,315735,408947,531057,600092,700095,9,69.3
100763,201464,315735,404278,531058,601118,701206,1,55.48
100329,200130,315735,406763,531059,600951,701365,9,42.048
100715,201704,315738,407404,531060,600902,700856,4,64.864
100242,200051,315738,404568,531061,601118,701299,7,87.71
100096,200766,315735,404373,531062,600078,700149,3,71.976
100241,201999,315738,408948,531063,600583,700074,3,29.304
100284,200590,315738,408897,531064,600091,700807,3,65.94
101117,201950,315738,404514,531065,600626,700987,1,25.05
101041,200279,315735,404468,531066,601080,700813,1,55.14
101528,200818,315735,401881,531067,600045,700946,1,38.52
100939,200483,315738,408949,531068,600996,700323,2,20.16
101031,201555,315737,408059,531069,601228,701099,1,39.36
100783,201985,315735,406547,531070,600344,700688,2,58.48
100156,201626,315735,405434,531071,600985,700062,2,111.56
100918,200481,315738,407277,531072,600537,700452,3,52.92
100895,203502,315739,408855,531073,600254,700514,5,63.18
100617,202030,315740,408950,531074,600211,701181,4,17.088
100353,201694,315739,404751,531075,600184,700537,2,45.024
100564,200318,315739,408547,531076,600030,701397,4,59.76
100126,203196,315740,406251,531077,600418,700461,7,71.715
100135,203325,315739,408951,531078,600292,700887,2,53.28
100660,200071,315740,407148,531079,600152,700116,5,41.25
100210,200128,315739,401483,531080,600003,701200,2,98.46
100057,200998,315739,408439,531081,600530,700963,5,31.35
100508,200380,315739,405718,531082,600050,700718,3,81.27
100766,200124,315739,404065,531083,600815,700310,5,228.831
100544,200234,315741,408430,531084,601357,700201,2,21.54
100756,200007,315739,407676,531085,600438,701275,4,90.24
101038,202287,315740,408952,531086,600700,701346,4,50.88
100541,201532,315739,408953,531087,600091,701047,6,81.54
101423,200066,315740,407296,531088,600793,701016,1,40.29
101094,203503,315739,406174,531089,600141,700977,4,28.512
101312,200183,315741,408954,531090,600302,700768,6,40.32
100814,201617,315739,407576,531091,600257,700021,2,28.12
100765,201011,315739,406537,531092,600580,700899,4,82.16
100802,202603,315742,402400,531093,601009,701444,5,161.1
100038,200226,315743,408955,531094,601049,701432,7,47.88
100973,201160,315742,406957,531095,601146,701234,4,36.8
100814,200198,315743,407176,531096,600205,700597,3,27.0
100297,200030,315742,406195,531097,600374,700307,5,42.96
100595,201887,315742,408300,531098,600428,700436,3,50.46
100572,200311,315742,406413,531099,600170,700019,7,101.85
100271,200770,315742,403099,531100,600317,701176,4,208.332
100176,201401,315743,403841,531101,600091,700964,3,81.27
100320,200498,315742,403876,531102,600630,701082,2,54.42
100252,200068,315742,406370,531103,600407,700812,2,117.504
100826,200105,315742,408368,531104,601244,701374,7,78.246
100366,200156,315743,406181,531105,600836,700088,2,13.5786
100669,200300,315744,402946,531106,600197,700824,2,106.02
100961,202357,315742,406205,531107,600130,700119,9,58.0635
100727,203504,315745,408956,531108,600008,700411,1,22.41
100096,200229,315742,402757,531109,601054,700013,3,81.324
100544,200028,315742,408957,531110,600450,700555,6,38.88
100430,201798,315744,404938,531111,600587,700591,1,15.872
100846,201093,315745,406689,531112,600426,701279,2,58.34
100722,200000,315742,405605,531113,600561,700954,3,55.008
101074,201229,315742,401024,531114,600287,701306,1,62.16
100942,202277,315743,404434,531115,601093,700664,1,48.93
100798,202130,315743,407273,531116,601277,700603,1,29.37
101255,203297,315745,407948,531117,601189,701286,1,13.851
101404,200659,315742,404434,531118,600510,700701,1,48.93
101579,201886,315742,406119,531119,600494,701356,1,52.428
100737,200968,315742,405592,531120,600896,701243,1,76.11
100222,200615,315742,404820,531121,600493,701419,2,41.568
100378,200093,315742,405006,531122,601016,700670,3,108.48
100169,201362,315742,405921,531123,600260,700654,3,65.952
100631,201362,315742,408565,531124,600974,700901,3,99.972
100678,200999,315742,406558,531125,600722,700896,3,46.32
101264,200196,315742,401259,531126,600412,700457,1,121.74
100228,201101,315746,408171,531127,600989,700178,2,31.536
100076,200985,315747,407406,531128,600475,701120,3,96.9
100720,200198,315747,408226,531129,600057,700679,5,58.7
100082,200733,315747,405541,531130,600204,700209,4,74.64
100946,201509,315747,407366,531131,600634,701027,5,57.15
100011,200904,315747,402474,531132,601250,701251,2,97.2
100758,200812,315748,405928,531133,600572,700575,3,49.95
100606,200399,315747,402109,531134,601030,700720,2,133.65
100125,201812,315747,407194,531135,600202,700041,5,68.55
100275,200812,315748,408154,531136,600640,701137,1,29.88
100720,201001,315747,404782,531137,600820,700355,2,90.24
100489,201070,315747,408958,531138,600958,700997,6,105.66
100691,200937,315747,403946,531139,601195,701273,4,43.188
100708,200076,315747,402237,531140,600932,701046,2,196.62
100021,202505,315748,408959,531141,600335,700527,3,19.44
100624,200806,315747,404507,531142,600313,701266,2,72.588
101012,200476,315747,404386,531143,600788,700221,1,40.83
101165,200522,315746,405913,531144,600008,700185,4,118.2
101489,202291,315747,402283,531145,600075,700096,2,101.208
100178,201405,315747,407199,531146,600613,700087,5,94.02
100503,200420,315747,403269,531147,600197,700016,3,49.872
100180,200512,315747,407946,531148,600052,700834,9,63.18
100852,202435,315749,408960,531149,600449,700318,7,49.28
100456,203042,315750,407547,531150,600176,700923,3,39.33
100669,200459,315749,403584,531151,600642,700749,2,40.38
100727,200428,315750,402637,531152,600315,700839,4,185.28
100155,201504,315750,403099,531153,600945,700458,2,69.444
100336,201349,315750,406502,531154,600713,701055,7,110.25
100045,200368,315751,403046,531155,600682,700771,5,49.425
100000,200211,315750,403893,531156,600893,700696,2,58.671
100195,200139,315750,404145,531157,600418,700236,2,45.633
100565,200711,315750,406263,531158,600960,700076,3,66.744
100739,200000,315752,408961,531159,600939,701291,3,29.34
100001,201704,315750,401978,531160,601186,700597,2,72.588
